order_id,restaurant_id,customer_id,carrier_id,customer_lat,customer_lon,date,time,is_peak_time,is_weekend,carrier_vehicle,shopping_cart,coupon_discount,order_price,shortest_distance_to_customer,travel_time_minutes,restaurant_rating,delivery_charges
ORD332939,REST0936,CUST13494,COUR4947,-37.816447700000005,144.9670737,2020-02-23,21:09:53,0,1,Motorbike,"[('mocha chingri', 1), ('banana chips', 2), ('begun pora', 3), ('tender coconut ice cream', 1)]",0,151.35,3870.0,8,,4.611
ORD262694,REST0936,CUST07763,COUR2982,-37.813379499999996,144.96477969999998,2020-06-13,18:00:00,1,1,Motorbike,"[('begun pora', 1), ('cheesecake', 2)]",40,29.82,,7,,
ORD026674,REST1801,CUST04140,COUR3555,-37.818845399999994,144.98211630000003,2020-03-22,18:59:20,1,1,Motorbike,"[('tandoori chicken', 2), ('chicken guntur', 2), ('chicken boneless biryani', 3)]",0,124.96,,7,,
ORD239501,REST1450,CUST01842,COUR1046,-37.8210515,145.01308390000003,2020-06-17,11:24:23,0,0,Motorbike,"[('rasgulla', 2), ('kachori', 2), ('samosa', 1), ('puri sabzi', 1)]",10,83.466,5552.0,11,,3.9794
ORD019097,REST1858,CUST08139,COUR3375,-37.8154703,145.00890230000002,2020-09-07,22:44:50,0,0,Motorbike,"[('kerala parotta', 3), ('fish', 2)]",0,75.38,2857.0,6,,3.6019
ORD053703,REST0936,CUST00183,COUR4862,-37.7995297,144.9551395,2020-08-26,12:43:30,1,0,Motorbike,"[('cheesecake', 3), ('tender coconut ice cream', 2), ('mocha chingri', 3)]",0,135.12,,5,,
ORD077327,REST0936,CUST08715,COUR2578,-37.818228600000005,144.9645541,2020-01-19,05:08:34,0,1,Bike,"[('banana chips', 1), ('begun pora', 3), ('paratha', 2), ('cheesecake', 3)]",0,149.81,3697.0,18,,5.3207
ORD213449,REST1781,CUST05557,COUR2044,-37.8123722,144.9479386,2020-03-02,15:17:48,0,0,Bike,"[('beef burger', 1), ('pizza', 1)]",0,32.42,3548.0,18,,4.5699
ORD112294,REST1858,CUST13699,COUR0606,-37.8191349,144.95435559999999,2020-11-16,20:42:11,0,0,Car,"[('mackerel fry', 2), ('appam', 2), ('beef fry', 2), ('roast beef', 1)]",0,107.1,,7,,
ORD340359,REST0936,CUST10509,COUR3458,-37.825129700000005,144.9567189,2020-04-18,08:30:19,0,1,Motorbike,"[('saffron pilaf', 1), ('cheesecake', 3), ('banana chips', 2), ('begun pora', 2)]",0,148.99,3342.0,7,,4.1667
ORD325710,REST1858,CUST07394,COUR0683,-37.823695,144.96721589999999,2020-05-07,23:16:29,0,0,Car,"[('crab toast', 2), ('kerala parotta', 2)]",0,38.98,1819.0,4,,3.1748
ORD239961,REST1781,CUST04607,COUR4432,-37.8079244,144.9425776,2020-10-07,00:15:49,0,0,Car,"[('veggie pizza', 2), ('mango salad', 1), ('beef burger', 3)]",0,67.99,,6,,
ORD324027,REST1781,CUST09771,COUR2561,-37.8016023,144.9970325,2020-05-12,03:49:27,0,0,Motorbike,"[('chicken burger', 3), ('veggie pizza', 3), ('peri peri chicken wings', 3)]",0,117.84,4042.0,8,,3.7097
ORD117146,REST1801,CUST11491,COUR3794,-37.8076501,144.9836197,2020-05-13,06:55:23,0,0,Car,"[('crispy chicken', 1), ('hyderabadi biryani', 3), ('chicken boneless biryani', 3)]",10,93.429,2760.0,7,,3.1809
ORD121001,REST0936,CUST09211,COUR2496,-37.8077662,144.9698506,2020-05-22,22:25:03,0,0,Motorbike,"[('saffron pilaf', 3), ('mocha chingri', 1)]",0,89.95,3637.0,7,,3.2165
ORD285221,REST1801,CUST04320,COUR4284,-37.8160973,144.97215569999997,2020-01-17,04:09:13,0,0,Car,"[('hyderabadi biryani', 1), ('naan', 1), ('tandoori chicken', 2)]",40,34.956,2552.0,6,,3.6213
ORD321758,REST1781,CUST11683,COUR0243,-37.811721999999996,145.0119814,2020-02-25,01:50:46,0,0,Bike,"[('burgers', 3), ('coffee', 1), ('beef burger', 2), ('chicken burger', 3)]",10,84.087,,23,,
ORD214232,REST0936,CUST11801,COUR4639,-37.8012547,144.9626936,2020-07-29,15:05:56,0,0,Car,"[('tender coconut ice cream', 3), ('mocha chingri', 2), ('paratha', 3), ('banana chips', 2)]",20,132.176,3425.0,8,,3.378
ORD066421,REST1801,CUST06602,COUR0697,-37.825171999999995,144.9826071,2020-06-23,20:42:11,0,0,Bike,"[('hyderabadi biryani', 2), ('panner tikka', 3), ('tandoori chicken', 1)]",0,52.66,4052.0,20,,4.2634
ORD127786,REST1801,CUST09385,COUR0772,-37.8092157,144.9609332,2020-10-27,12:43:30,1,0,Motorbike,"[('chicken guntur', 2), ('panner tikka', 1), ('hyderabadi biryani', 2), ('chicken boneless biryani', 2)]",0,85.9,,2,,
ORD237750,REST1858,CUST12696,COUR0002,-37.8039285,144.94962880000003,2020-06-17,18:39:33,1,0,Motorbike,"[('fish', 2), ('crab toast', 1)]",0,39.51,4272.0,9,,5.4324
ORD158008,REST1858,CUST02269,COUR3946,-37.818942299999996,144.9646229,2020-11-09,21:09:53,0,0,Bike,"[('mackerel fry', 1), ('fish', 1), ('appam', 3)]",0,88.9,2019.0,10,,4.2819
ORD009773,REST0936,CUST07916,COUR2971,-37.81741470000001,144.9900874,2020-02-22,11:56:02,0,1,Bike,"[('mocha chingri', 3), ('tender coconut ice cream', 3)]",20,93.768,5956.0,30,,6.8195
ORD317823,REST1858,CUST08585,COUR0926,-37.820735600000006,144.96188769999998,2020-12-03,03:49:27,0,0,Bike,"[('roast beef', 1), ('kerala parotta', 2), ('fish', 3), ('appam', 1)]",0,119.59,2242.0,11,,4.0784
ORD078075,REST1450,CUST01288,COUR0607,-37.801226799999995,144.97442030000002,2020-08-12,12:07:54,1,0,Car,"[('kachori', 1), ('samosa', 2)]",0,33.74,,8,,
ORD052197,REST1450,CUST07952,COUR1011,-37.816083899999995,144.9724101,2020-09-16,17:20:26,0,0,Motorbike,"[('poha', 1), ('puri sabzi', 2)]",0,47.8,,4,,
ORD010166,REST1450,CUST11782,COUR3365,-37.8042909,144.96907230000002,2020-05-09,00:15:49,0,1,Motorbike,"[('poha', 2), ('samosa', 3)]",0,55.05,2684.0,5,,4.1521
ORD256779,REST0936,CUST05122,COUR1450,-37.821430799999995,144.9473954,2020-08-27,03:45:29,0,0,Motorbike,"[('tender coconut ice cream', 3), ('cheesecake', 1), ('mocha chingri', 3), ('begun pora', 1)]",45,84.887,2508.0,5,,3.06
ORD098330,REST1801,CUST13248,COUR2921,-37.8210648,144.9770092,2020-06-17,07:23:04,0,0,Bike,"[('crispy chicken', 1), ('chicken boneless biryani', 2), ('hyderabadi biryani', 2)]",0,73.47,3451.0,17,,4.3735
ORD278802,REST1858,CUST07987,COUR4368,-37.812317900000004,144.9658842,2020-02-04,21:41:32,0,0,Bike,"[('kerala parotta', 2), ('mackerel fry', 3), ('fish', 3)]",0,115.46,2266.0,11,,3.8075
ORD303840,REST0936,CUST08795,COUR1965,-37.7995959,144.96054109999997,2020-12-23,01:27:01,0,0,Motorbike,"[('paratha', 1), ('banana chips', 3), ('saffron pilaf', 2), ('cheesecake', 1)]",20,101.72,3214.0,6,,3.0762
ORD142806,REST1858,CUST04515,COUR4258,-37.8205486,144.953632,2020-08-18,22:44:50,0,0,Bike,"[('fish', 3), ('appam', 3)]",10,99.387,2981.0,15,,4.487
ORD266640,REST0936,CUST06926,COUR0498,-37.805823600000004,144.95507560000001,2020-06-20,06:00:00,0,1,Bike,"[('mocha chingri', 2), ('paratha', 2)]",0,57.66,2237.0,11,,4.5259
ORD318723,REST1450,CUST09480,COUR1801,-37.8027244,144.94683659999998,2020-01-06,13:15:09,1,0,Bike,"[('poha', 2), ('kachori', 1), ('samosa', 3)]",20,50.568,,11,,
ORD184083,REST1781,CUST03313,COUR2844,-37.800189,144.9486888,2020-07-25,23:40:13,0,1,Motorbike,"[('veggie pizza', 3), ('pizza', 3)]",0,98.22,2582.0,5,,4.4206
ORD132607,REST1801,CUST00105,COUR2415,-37.8071697,144.94697119999998,2020-05-28,13:15:09,1,0,Motorbike,"[('naan', 3), ('panner tikka', 1), ('hyderabadi biryani', 1), ('chicken guntur', 2)]",20,57.056,1859.0,4,,4.5172
ORD044781,REST1801,CUST00274,COUR4624,-37.819404799999994,144.9716681,2020-05-18,07:19:07,0,0,Bike,"[('chicken guntur', 1), ('naan', 1), ('chicken boneless biryani', 3)]",0,90.45,3375.0,17,,4.3398
ORD128005,REST1858,CUST10151,COUR2083,-37.8113501,145.0009867,2020-09-29,13:07:15,1,0,Car,"[('appam', 3), ('beef fry', 1), ('kerala parotta', 2), ('mackerel fry', 1)]",10,99.333,2423.0,6,,5.1887
ORD321365,REST1781,CUST04553,COUR3290,-37.814614,144.9498952,2020-03-23,05:08:34,0,0,Car,"[('veggie pizza', 2), ('pizza', 1)]",20,33.544,3031.0,7,,3.6828
ORD255114,REST1781,CUST05933,COUR3330,-37.820378399999996,144.9666014,2020-01-15,04:13:11,0,0,Motorbike,"[('pizza', 2), ('coffee', 3), ('chicken burger', 2), ('burgers', 2)]",40,90.582,1183.0,2,,2.7166
ORD288491,REST1858,CUST05982,COUR0240,-37.81957020000001,144.9692636,2020-07-13,21:29:40,0,0,Bike,"[('kerala parotta', 1), ('appam', 3), ('roast beef', 1), ('crab toast', 2)]",20,84.816,1721.0,9,,3.5583
ORD028679,REST1858,CUST03535,COUR1252,-37.822598600000006,145.002643,2020-01-19,11:04:36,0,1,Motorbike,"[('appam', 1), ('crab toast', 3), ('mackerel fry', 2), ('fish', 3)]",0,112.28,1884.0,4,,4.5542
ORD028156,REST1801,CUST05275,COUR4496,-37.8190672,144.9655408,2020-10-04,05:08:34,0,1,Car,"[('hyderabadi biryani', 2), ('panner tikka', 1), ('chicken boneless biryani', 2), ('crispy chicken', 1)]",0,79.63,,6,,
ORD327978,REST1801,CUST02720,COUR1162,-37.8214346,144.99866719999997,2020-03-10,09:49:27,0,0,Bike,"[('chicken guntur', 2), ('tandoori chicken', 1), ('panner tikka', 3)]",40,33.864,4942.0,25,,4.8917
ORD233676,REST0936,CUST11965,COUR0031,-37.8185851,144.9915878,2020-01-22,03:05:56,0,0,Car,"[('begun pora', 1), ('saffron pilaf', 3), ('tender coconut ice cream', 3)]",10,139.176,,15,,
ORD104420,REST1801,CUST04038,COUR2201,-37.820439799999996,144.9827372,2020-03-23,12:59:20,1,0,Motorbike,"[('chicken boneless biryani', 2), ('naan', 2)]",0,71.04,3763.0,8,,4.427
ORD020171,REST1450,CUST05404,COUR0159,-37.815342,144.9661842,2020-02-20,08:22:25,0,0,Bike,"[('rasgulla', 2), ('kachori', 3)]",0,68.38,,6,,
ORD232885,REST1801,CUST12363,COUR2431,-37.806562299999996,144.9468069,2020-07-23,11:32:18,0,0,Motorbike,"[('chicken boneless biryani', 1), ('naan', 2), ('crispy chicken', 1)]",0,61.13,1868.0,4,,2.6672
ORD059845,REST1450,CUST06132,COUR3174,-37.8065571,144.9579459,2020-10-23,06:51:25,0,0,Motorbike,"[('jalebi', 1), ('samosa', 2), ('rasgulla', 3), ('puri sabzi', 1)]",45,66.676,,4,,
ORD096746,REST1858,CUST03780,COUR4010,-37.8237544,144.9405293,2020-05-10,10:56:42,0,1,Bike,"[('kerala parotta', 2), ('fish', 1)]",0,44.61,4359.0,22,,5.8145
ORD195081,REST0936,CUST02553,COUR3497,-37.8039614,145.0043169,2020-04-17,04:01:19,0,0,Car,"[('banana chips', 3), ('paratha', 1), ('cheesecake', 1)]",10,72.027,7039.0,17,,4.2776
ORD090186,REST1450,CUST09175,COUR3126,-37.81803370000001,144.95787180000002,2020-02-13,19:15:09,1,0,Motorbike,"[('kachori', 2), ('samosa', 1), ('rasgulla', 1), ('puri sabzi', 2)]",0,90.52,291.0,1,,4.0979
ORD294061,REST1781,CUST03729,COUR2135,-37.812763200000006,144.99396389999998,2020-09-06,08:10:32,0,1,Motorbike,"[('chicken burger', 3), ('beef burger', 2)]",0,53.5,3122.0,6,,4.4306
ORD303222,REST0936,CUST05415,COUR3336,-37.8185257,144.96798619999998,2020-05-24,19:42:51,1,1,Car,"[('banana chips', 2), ('paratha', 3)]",0,67.28,4038.0,10,,6.0127
ORD263923,REST0936,CUST09654,COUR0931,-37.802331,145.0036807,2020-08-09,22:01:19,0,1,Car,"[('saffron pilaf', 2), ('paratha', 2), ('banana chips', 3)]",40,74.484,7114.0,17,,5.3013
ORD072580,REST1858,CUST05526,COUR2305,-37.8187648,144.9615339,2020-06-23,11:28:21,0,0,Bike,"[('crab toast', 1), ('appam', 2), ('kerala parotta', 1)]",0,59.25,2383.0,12,,3.9373
ORD025898,REST1801,CUST03163,COUR3124,-37.8076088,144.9797887,2020-12-09,14:14:30,0,0,Motorbike,"[('chicken boneless biryani', 2), ('crispy chicken', 2), ('naan', 1)]",45,46.09,2390.0,5,,3.4603
ORD009682,REST0936,CUST01907,COUR2081,-37.8282162,144.98397169999998,2020-10-19,19:50:46,1,0,Motorbike,"[('mocha chingri', 3), ('saffron pilaf', 2)]",0,104.93,,12,,
ORD060460,REST1781,CUST05649,COUR2601,-37.8124005,144.93669219999998,2020-11-10,08:42:11,0,0,Motorbike,"[('pizza', 1), ('mango salad', 2), ('coffee', 3)]",0,138.22,3260.0,7,,3.4901
ORD016523,REST1450,CUST11256,COUR1780,-37.805361,144.9573321,2020-12-08,05:12:31,0,0,Bike,"[('kachori', 2), ('rasgulla', 2), ('puri sabzi', 3)]",0,119.41,1985.0,10,,3.9883
ORD013229,REST1801,CUST02032,COUR0346,-37.80108320000001,144.9510003,2020-07-12,15:01:58,0,1,Bike,"[('panner tikka', 2), ('tandoori chicken', 3), ('naan', 2)]",0,94.66,1001.0,5,,4.0213
ORD130323,REST1781,CUST02639,COUR2063,-37.8094486,144.9721165,2020-08-13,22:05:16,0,0,Bike,"[('beef burger', 1), ('pizza', 1), ('veggie pizza', 2)]",0,50.8,1082.0,5,,3.6388
ORD274634,REST1801,CUST13274,COUR0175,-37.8004479,144.95884099999998,2020-06-11,06:19:46,0,0,Car,"[('naan', 2), ('tandoori chicken', 2), ('chicken boneless biryani', 2)]",10,97.956,304.0,1,,2.7339
ORD251762,REST1858,CUST00872,COUR4050,-37.8124152,144.95885619999999,2020-03-12,09:13:50,0,0,Car,"[('kerala parotta', 3), ('appam', 3), ('crab toast', 2), ('fish', 3)]",0,163.25,3090.0,7,,3.7924
ORD156523,REST1801,CUST12429,COUR0769,-37.809565899999996,144.9474861,2020-03-07,19:34:56,1,1,Car,"[('tandoori chicken', 1), ('panner tikka', 1)]",10,22.554,2020.0,5,,5.2304
ORD086497,REST1450,CUST08764,COUR1716,-37.800559899999996,144.9609371,2020-12-19,23:08:34,0,1,Bike,"[('jalebi', 2), ('rasgulla', 2), ('poha', 1), ('kachori', 1)]",0,80.54,,13,,
ORD294243,REST1781,CUST04947,COUR4997,-37.8121119,144.97398169999997,2020-06-06,02:22:25,0,1,Car,"[('burgers', 3), ('peri peri chicken wings', 3), ('chicken burger', 1), ('veggie pizza', 1)]",45,50.963,1113.0,3,,4.3581
ORD288040,REST1450,CUST13483,COUR2083,-37.80661679999999,144.94498090000002,2020-07-12,01:46:48,0,1,Car,"[('poha', 1), ('rasgulla', 2), ('puri sabzi', 2)]",10,82.53,1842.0,4,,4.4024
ORD065109,REST1801,CUST03312,COUR1064,-37.8003287,144.9500325,2020-05-24,20:58:01,0,1,Motorbike,"[('tandoori chicken', 1), ('panner tikka', 1)]",0,25.06,1151.0,2,,4.1144
ORD097145,REST1450,CUST09370,COUR3708,-37.809721100000004,144.972937,2020-07-06,00:23:44,0,0,Car,"[('rasgulla', 2), ('puri sabzi', 1)]",45,34.996,2192.0,5,,3.3255
ORD009663,REST1858,CUST13165,COUR0131,-37.8088307,144.9420426,2020-11-10,06:00:00,0,0,Car,"[('appam', 1), ('fish', 1), ('crab toast', 1), ('roast beef', 3)]",0,106.18,4668.0,11,,4.0404
ORD204319,REST1450,CUST09442,COUR4983,-37.805365,144.9735373,2020-03-24,02:10:32,0,0,Motorbike,"[('jalebi', 3), ('samosa', 3), ('kachori', 3)]",40,55.836,2677.0,5,,3.5147
ORD204414,REST1858,CUST04404,COUR4958,-37.8238866,144.97392230000003,2020-10-20,14:50:06,0,0,Car,"[('kerala parotta', 3), ('beef fry', 1), ('roast beef', 3), ('crab toast', 3)]",0,132.91,,3,,
ORD189563,REST1801,CUST02583,COUR0679,-37.8033086,144.9615678,2020-12-03,21:53:24,0,0,Motorbike,"[('panner tikka', 1), ('tandoori chicken', 1), ('crispy chicken', 1)]",0,37.85,558.0,1,,2.4884
ORD171452,REST1450,CUST01257,COUR2278,-37.8002406,144.9822256,2020-11-28,23:24:23,0,1,Motorbike,"[('jalebi', 2), ('samosa', 1), ('puri sabzi', 2)]",10,65.151,3744.0,7,,4.5974
ORD180605,REST1801,CUST11131,COUR0540,-37.808369799999994,144.94500469999997,2020-08-12,00:15:49,0,0,Bike,"[('crispy chicken', 3), ('panner tikka', 1), ('chicken boneless biryani', 1)]",0,67.23,,11,,
ORD216998,REST0936,CUST12947,COUR1930,-37.8114307,144.95178869999998,2020-04-11,11:36:15,0,1,Car,"[('saffron pilaf', 1), ('tender coconut ice cream', 3), ('mocha chingri', 2)]",40,72.9,2438.0,6,,4.3111
ORD116437,REST0936,CUST06240,COUR1326,-37.8148527,144.93765349999998,2020-10-23,16:44:50,0,0,Bike,"[('paratha', 3), ('banana chips', 2), ('tender coconut ice cream', 2), ('begun pora', 3)]",0,180.56,1473.0,7,,3.7194
ORD243683,REST1781,CUST08421,COUR2438,-37.8042379,144.96325009999998,2020-05-20,04:29:00,0,0,Bike,"[('chicken burger', 1), ('burgers', 3), ('beef burger', 3), ('pizza', 2)]",0,102.67,1258.0,6,,2.9711
ORD006391,REST0936,CUST07000,COUR2676,-37.808331700000004,144.9547551,2020-11-08,08:50:06,0,1,Car,"[('paratha', 2), ('mocha chingri', 2)]",10,51.894,2384.0,6,,4.0895
ORD116038,REST1801,CUST01011,COUR2098,-37.8002124,144.9258168,2020-09-27,15:17:48,0,1,Car,"[('naan', 1), ('hyderabadi biryani', 2), ('crispy chicken', 3)]",0,66.47,3398.0,8,,4.2398
ORD261321,REST1801,CUST07626,COUR0889,-37.8128989,144.94048519999998,2020-06-17,22:05:16,0,0,Car,"[('naan', 2), ('panner tikka', 3)]",0,44.12,2913.0,7,,2.8802
ORD186888,REST1450,CUST04555,COUR4996,-37.8142019,144.94947140000002,2020-06-19,03:21:45,0,0,Bike,"[('puri sabzi', 1), ('poha', 3), ('rasgulla', 3)]",0,110.6,2134.0,11,,4.2247
ORD086891,REST1781,CUST02808,COUR4612,-37.8086578,144.9933375,2020-02-24,18:11:52,1,0,Motorbike,"[('coffee', 1), ('peri peri chicken wings', 3), ('veggie pizza', 1), ('beef burger', 1)]",0,95.46,3112.0,6,,4.6865
ORD039023,REST1858,CUST01864,COUR0681,-37.82510070000001,145.0134021,2020-06-20,17:44:10,0,1,Car,"[('kerala parotta', 1), ('crab toast', 1), ('beef fry', 1), ('appam', 1)]",0,50.09,2973.0,7,,4.3697
ORD328199,REST1801,CUST08023,COUR2585,-37.8178766,145.0085414,2020-05-11,08:10:32,0,0,Bike,"[('chicken boneless biryani', 2), ('naan', 3)]",0,83.86,,28,,
ORD108304,REST1450,CUST00665,COUR2203,-37.801989899999995,145.0010285,2020-07-08,08:54:03,0,0,Bike,"[('kachori', 3), ('jalebi', 2)]",0,44.62,5349.0,27,,5.804
ORD165883,REST0936,CUST02833,COUR2875,-37.8191893,144.99803469999998,2020-06-07,18:27:41,1,1,Bike,"[('begun pora', 1), ('tender coconut ice cream', 3), ('paratha', 3)]",0,112.64,6763.0,34,,8.063
ORD017510,REST1858,CUST02511,COUR2807,-37.815267,144.95909,2020-09-21,08:10:32,0,0,Motorbike,"[('beef fry', 1), ('crab toast', 2), ('mackerel fry', 1)]",0,34.35,6896.0,14,,4.5257
ORD099952,REST0936,CUST02032,COUR0990,-37.80108320000001,144.9510003,2020-04-25,12:55:23,1,1,Car,"[('saffron pilaf', 3), ('tender coconut ice cream', 2)]",0,110.28,2263.0,5,,5.4897
ORD242975,REST1450,CUST00098,COUR1022,-37.8261732,145.002466,2020-02-20,15:09:53,0,0,Bike,"[('kachori', 3), ('puri sabzi', 2), ('jalebi', 1)]",0,74.01,4669.0,23,,5.054
ORD332361,REST0936,CUST00829,COUR0978,-37.8163449,144.9596659,2020-09-03,12:39:33,1,0,Bike,"[('cheesecake', 3), ('begun pora', 2), ('mocha chingri', 1)]",0,106.1,,15,,
ORD326270,REST1781,CUST03558,COUR3481,-37.812619500000004,145.0057727,2020-08-21,03:13:50,0,0,Car,"[('mango salad', 2), ('chicken burger', 2), ('burgers', 3)]",0,86.88,4054.0,10,,3.7842
ORD246151,REST0936,CUST11142,COUR2892,-37.8071752,144.94513380000004,2020-11-19,22:32:58,0,0,Motorbike,"[('banana chips', 1), ('begun pora', 1), ('tender coconut ice cream', 3)]",40,61.956,1414.0,3,,2.9126
ORD215588,REST1450,CUST07197,COUR4030,-37.825246299999996,144.9507341,2020-01-16,15:53:24,0,0,Motorbike,"[('samosa', 1), ('puri sabzi', 1)]",40,19.512,1064.0,2,,3.1735
ORD144401,REST0936,CUST07120,COUR4454,-37.823017,145.014163,2020-06-27,10:48:47,0,1,Car,"[('saffron pilaf', 2), ('banana chips', 2), ('begun pora', 1), ('paratha', 2)]",45,71.17,,20,,
ORD099472,REST1781,CUST09075,COUR3505,-37.8026347,144.93523380000002,2020-09-26,22:32:58,0,1,Bike,"[('veggie pizza', 1), ('coffee', 2)]",0,54.97,,18,,
ORD015031,REST0936,CUST11109,COUR0871,-37.808389700000006,144.9479645,2020-04-08,21:21:45,0,0,Car,"[('banana chips', 2), ('paratha', 1), ('cheesecake', 3), ('saffron pilaf', 2)]",45,73.145,1715.0,4,,3.0193
ORD002725,REST1858,CUST06930,COUR4165,-37.8057555,144.9560244,2020-10-18,19:15:09,1,1,Bike,"[('crab toast', 1), ('kerala parotta', 1), ('appam', 3)]",0,79.13,3481.0,17,,7.1501
ORD243062,REST1801,CUST05793,COUR4386,-37.8194511,144.9548142,2020-06-16,22:52:44,0,0,Bike,"[('panner tikka', 3), ('naan', 2), ('chicken boneless biryani', 1), ('crispy chicken', 3)]",0,105.19,2947.0,15,,4.0812
ORD140974,REST1781,CUST07162,COUR1487,-37.820797600000006,145.0164148,2020-11-10,20:02:38,0,0,Bike,"[('mango salad', 3), ('veggie pizza', 3)]",40,57.942,6622.0,33,,5.984
ORD310774,REST1781,CUST03346,COUR2588,-37.8112275,144.9539821,2020-06-10,06:11:52,0,0,Bike,"[('coffee', 1), ('peri peri chicken wings', 3), ('chicken burger', 1), ('beef burger', 3)]",0,115.93,1435.0,7,,3.5705
ORD269016,REST1858,CUST04930,COUR0423,-37.8141249,144.9724314,2020-07-31,17:16:29,0,0,Motorbike,"[('crab toast', 3), ('appam', 1), ('mackerel fry', 2)]",0,61.49,1550.0,3,,3.023
ORD264545,REST1781,CUST11987,COUR1458,-37.816690799999996,144.9906897,2020-10-24,04:21:05,0,1,Car,"[('pizza', 1), ('coffee', 3)]",40,55.332,,7,,
ORD326285,REST0936,CUST01891,COUR4003,-37.8206448,144.9806628,2020-08-18,21:37:34,0,0,Motorbike,"[('banana chips', 3), ('tender coconut ice cream', 1)]",20,62.16,5237.0,10,,3.3968
ORD150498,REST1858,CUST12158,COUR3320,-37.8264748,144.9516952,2020-12-05,06:27:41,0,1,Car,"[('fish', 1), ('roast beef', 3)]",10,72.585,,8,,
ORD308776,REST1450,CUST06947,COUR1563,-37.8080828,144.9579656,2020-04-08,10:29:00,0,0,Motorbike,"[('puri sabzi', 3), ('rasgulla', 3), ('poha', 3), ('jalebi', 3)]",10,162.243,1605.0,3,,2.9708
ORD007629,REST1450,CUST00309,COUR1055,-37.799722499999994,144.9526858,2020-07-22,10:56:42,0,0,Car,"[('puri sabzi', 1), ('samosa', 2), ('kachori', 3)]",20,55.832,2433.0,6,,3.1854
ORD111081,REST1858,CUST11130,COUR4788,-37.808267799999996,144.9438179,2020-11-22,07:11:12,0,1,Bike,"[('mackerel fry', 3), ('crab toast', 2), ('appam', 2), ('kerala parotta', 3)]",0,129.57,4747.0,24,,6.2288
ORD012253,REST1450,CUST09009,COUR4993,-37.802286200000005,144.9802774,2020-08-06,14:58:01,0,0,Car,"[('samosa', 2), ('jalebi', 2), ('puri sabzi', 1), ('rasgulla', 2)]",0,109.35,3563.0,9,,3.4435
ORD274375,REST1450,CUST05677,COUR1522,-37.8133329,144.93752769999998,2020-04-05,05:40:13,0,1,Motorbike,"[('kachori', 2), ('puri sabzi', 1), ('samosa', 2)]",45,33.896,2240.0,4,,4.2899
ORD293944,REST0936,CUST01126,COUR3494,-37.8011713,145.0045171,2020-07-05,05:28:21,0,1,Bike,"[('paratha', 2), ('saffron pilaf', 1), ('banana chips', 2)]",20,65.024,7315.0,37,,7.3507
ORD107962,REST1781,CUST03867,COUR2700,-37.8127562,144.9891122,2020-01-26,20:30:19,0,1,Bike,"[('chicken burger', 3), ('beef burger', 2)]",0,53.5,2628.0,13,,5.1904
ORD210460,REST0936,CUST11048,COUR1880,-37.8077209,144.95368290000002,2020-10-15,16:21:05,0,0,Bike,"[('cheesecake', 2), ('paratha', 1)]",20,27.76,,11,,
ORD088680,REST0936,CUST01339,COUR4388,-37.8229196,144.96490319999998,2020-07-15,00:23:44,0,0,Car,"[('mocha chingri', 3), ('saffron pilaf', 2), ('begun pora', 1), ('paratha', 1)]",0,139.05,3990.0,10,,3.9519
ORD288376,REST1801,CUST04837,COUR4235,-37.8098827,144.9433844,2020-02-10,18:15:49,1,0,Bike,"[('panner tikka', 2), ('chicken boneless biryani', 1)]",0,35.02,3311.0,17,,5.8642
ORD143909,REST1801,CUST02765,COUR2630,-37.8035311,144.9810821,2020-03-18,03:13:50,0,0,Car,"[('panner tikka', 2), ('tandoori chicken', 3)]",0,69.02,2135.0,5,,3.2506
ORD087589,REST1450,CUST02437,COUR0221,-37.825067600000004,145.0097826,2020-12-12,06:51:25,0,1,Motorbike,"[('rasgulla', 1), ('samosa', 3)]",0,60.32,5495.0,11,,5.0503
ORD017097,REST1450,CUST02007,COUR4154,-37.8136771,145.01295469999997,2020-05-28,16:09:13,0,0,Bike,"[('kachori', 3), ('poha', 1), ('rasgulla', 2)]",0,76.72,,29,,
ORD182393,REST0936,CUST13121,COUR1669,-37.8117322,144.9483402,2020-04-19,20:14:30,0,1,Bike,"[('mocha chingri', 3), ('begun pora', 2)]",20,85.544,1939.0,10,,4.5665
ORD285336,REST0936,CUST02987,COUR3178,-37.7992159,144.9620989,2020-01-24,07:19:07,0,0,Car,"[('saffron pilaf', 1), ('tender coconut ice cream', 1), ('banana chips', 3)]",0,101.26,3388.0,8,,3.4617
ORD210216,REST1858,CUST08015,COUR0012,-37.817938700000006,145.00853,2020-08-23,12:35:36,1,1,Car,"[('kerala parotta', 1), ('fish', 2), ('roast beef', 3), ('crab toast', 2)]",10,110.448,,6,,
ORD184030,REST0936,CUST06301,COUR0229,-37.8066038,144.9560351,2020-02-17,01:54:43,0,0,Motorbike,"[('tender coconut ice cream', 2), ('saffron pilaf', 1), ('mocha chingri', 2)]",0,101.7,,5,,
ORD151006,REST1450,CUST10446,COUR3903,-37.8199328,144.9323719,2020-03-29,09:25:42,0,1,Car,"[('samosa', 1), ('jalebi', 3)]",0,43.0,2691.0,6,,4.3522
ORD240063,REST1450,CUST08300,COUR1641,-37.8211236,144.95496550000001,2020-10-11,04:36:55,0,1,Bike,"[('puri sabzi', 3), ('jalebi', 1), ('poha', 3), ('rasgulla', 1)]",45,63.926,314.0,2,,4.1803
